X,Y,OBJECTID,GlobalID,CreationDate,Creator,EditDate,Editor,case_number,crime_category,crime_code,crime_description,crime_type,reported_block_address,city_of_incident,city,district,reported_date,reported_year,reported_month,reported_day,reported_hour,reported_dayofwk,latitude,longitude,agency,updated_date
-78.797144368,35.90104347,617797,2314e6da-bc05-42b0-a93b-e4d4892a965f,2021/03/11 05:00:51.582+00,RaleighGIS,2021/03/11 05:00:51.582+00,RaleighGIS,P21011397,UNAUTHORIZED MOTOR VEHICLE USE,80E,All Other/Unauthorized Use of Vehicle,,ALM ST  &  BRIER CREEK PKWY,RALEIGH,RALEIGH,Northwest,2021/03/10 06:28:00+00,2021,3,10,1,Wednesday,35.90104347,-78.797144368,RPD,2021/03/10 16:41:31.809+00
-78.742914572,35.779787636,617798,c9e1326e-0748-4669-9edb-4ea1f80d2bdb,2021/03/11 05:00:51.582+00,RaleighGIS,2021/03/11 05:00:51.582+00,RaleighGIS,P21011399,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,400 BLOCK MEREDITH ANNE CT,RALEIGH,RALEIGH,Southwest,2021/03/10 06:39:00+00,2021,3,10,1,Wednesday,35.779787636,-78.742914572,RPD,2021/03/10 19:03:57.617+00
-78.594717991,35.83903129,617802,95014b45-26d0-4268-8f06-b5c2b5e7fdf4,2021/03/11 05:00:51.582+00,RaleighGIS,2021/03/11 05:00:51.582+00,RaleighGIS,P21011402,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,4200 BLOCK GREENCASTLE CT,RALEIGH,RALEIGH,North,2021/03/10 07:28:00+00,2021,3,10,2,Wednesday,35.83903129,-78.594717991,RPD,2021/03/10 14:36:56.413+00
-78.552582759,35.899291293,617803,1e03cc33-d2ab-4af6-9012-0dcb18c5d893,2021/03/11 05:00:51.582+00,RaleighGIS,2021/03/11 05:00:51.582+00,RaleighGIS,P21011403,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,5000 BLOCK EVERGREEN FOREST WAY,RALEIGH,RALEIGH,Northeast,2021/03/10 08:01:00+00,2021,3,10,3,Wednesday,35.899291293,-78.552582759,RPD,2021/03/10 19:04:15.920+00
-78.5543851529999,35.7295000120001,617808,baec4290-cbcd-421a-9b4c-c6bd198b7f67,2021/03/11 05:00:51.582+00,RaleighGIS,2021/03/11 05:00:51.582+00,RaleighGIS,P21011420,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,5800 BLOCK STONE VALLEY DR,RALEIGH,RALEIGH,Southeast,2021/03/10 13:43:00+00,2021,3,10,8,Wednesday,35.7295000120001,-78.5543851529999,RPD,2021/03/10 21:10:09.183+00
,,617896,86bf7018-5190-4f5f-93f7-1507b5748137,2021/03/11 05:00:51.582+00,RaleighGIS,2021/03/11 05:00:51.582+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Northwest,2021/03/10 08:38:00+00,2021,3,10,3,Wednesday,0,0,RPD,2021/03/10 13:41:25.377+00
,,617912,f44d6561-ba31-4cb9-8870-719241918cda,2021/03/11 05:00:51.582+00,RaleighGIS,2021/03/11 05:00:51.582+00,RaleighGIS,,MISCELLANEOUS,81B,Miscellaneous/Deceased Person,,,,RALEIGH,Northwest,2021/03/10 06:23:00+00,2021,3,10,1,Wednesday,0,0,RPD,2021/03/10 19:20:19.883+00
-78.587822262,35.925902002,617953,a020a0e8-3765-41d0-b6e0-422638345faf,2021/03/12 05:01:04.879+00,RaleighGIS,2021/03/12 05:01:04.879+00,RaleighGIS,P21011609,ALL OTHER OFFENSES,80A,All Other/All Other Offenses,,FALLS OF NEUSE RD  &  DUNN RD,RALEIGH,RALEIGH,Northeast,2021/03/11 06:32:00+00,2021,3,11,1,Thursday,35.925902002,-78.587822262,RPD,2021/03/11 18:32:57.310+00
,,618027,f75b1108-4894-4806-b26c-c91bb516064c,2021/03/12 05:01:04.879+00,RaleighGIS,2021/03/12 05:01:04.879+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Downtown,2021/03/11 05:13:00+00,2021,3,11,0,Thursday,0,0,RPD,2021/03/12 00:26:45.053+00
,,618069,016622fb-a828-407d-bf82-acc642f6e8e6,2021/03/12 05:01:04.879+00,RaleighGIS,2021/03/12 05:01:04.879+00,RaleighGIS,,SEX OFFENSES,17F,Sex Offense/Statutory Rape,CRIMES AGAINST PERSONS,,,RALEIGH,Northeast,2021/03/11 06:24:00+00,2021,3,11,1,Thursday,0,0,RPD,2021/03/11 17:30:50.747+00
-78.691052428,35.7948367860001,618084,a58a2ad9-5569-437f-8b80-31de466e9449,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011805,ASSAULT,25F,Assault/Intimidation-Communicating Threats,CRIMES AGAINST PERSONS,3900 BLOCK HILLSBOROUGH ST,RALEIGH,RALEIGH,Southwest,2021/03/12 06:13:00+00,2021,3,12,1,Friday,35.7948367860001,-78.691052428,RPD,2021/03/12 18:43:24.633+00
-78.691052428,35.7948367860001,618085,82aacddd-a315-4c35-a0b2-13888601b5da,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011805,WEAPONS VIOLATION,51D,Weapons/All Other,CRIMES AGAINST SOCIETY,3900 BLOCK HILLSBOROUGH ST,RALEIGH,RALEIGH,Southwest,2021/03/12 06:13:00+00,2021,3,12,1,Friday,35.7948367860001,-78.691052428,RPD,2021/03/12 18:43:24.633+00
-78.644623311,35.749343221,618087,687abc42-e260-4cbb-b09b-052677d13608,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011809,ROBBERY,20B,Robbery/From Person,CRIMES AGAINST PROPERTY,2500 BLOCK RENFROW RD,RALEIGH,RALEIGH,Downtown,2021/03/12 06:21:00+00,2021,3,12,1,Friday,35.7493432210001,-78.644623311,RPD,2021/03/12 10:04:05.707+00
-78.6488994279999,35.7495735200001,618092,5fb39e96-47a4-422f-888d-133c5e2f0598,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011814,LARCENY,35E,Larceny/Theft from Coin-Operated Machine,CRIMES AGAINST PROPERTY,2500 BLOCK S SAUNDERS ST,RALEIGH,RALEIGH,Downtown,2021/03/12 08:24:00+00,2021,3,12,3,Friday,35.7495735200001,-78.6488994279999,RPD,2021/03/12 18:44:45.903+00
-78.6488994279999,35.7495735200001,618093,77e494c7-df6f-4f80-9f27-66013c82a431,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011814,VANDALISM,53A,Damage to Property (Group A),CRIMES AGAINST PROPERTY,2500 BLOCK S SAUNDERS ST,RALEIGH,RALEIGH,Downtown,2021/03/12 08:24:00+00,2021,3,12,3,Friday,35.7495735200001,-78.6488994279999,RPD,2021/03/12 18:44:45.903+00
-78.608274438,35.797321915,618094,822c92c2-144d-48f2-99d0-0fcec64a0f0e,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011815,DRUG VIOLATIONS,54Z,Drug Equipment/Paraphernalia,CRIMES AGAINST SOCIETY,1200 BLOCK BRIGHTON RD,RALEIGH,RALEIGH,Southeast,2021/03/12 10:14:00+00,2021,3,12,5,Friday,35.7973219150001,-78.608274438,RPD,2021/03/12 10:52:10.089+00
-78.6173625279999,35.757894021,618098,f0e08ac8-109a-4469-acff-0a94f22b4100,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011825,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,1500 BLOCK BEACON RIDGE CT,RALEIGH,RALEIGH,Southeast,2021/03/12 12:21:00+00,2021,3,12,7,Friday,35.757894021,-78.6173625279999,RPD,2021/03/12 19:53:15.289+00
-78.639164556,35.778907108,618100,3e3a3b36-7ef3-4a33-9283-0eb12d405308,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011827,VANDALISM,80B,All Other/Damage to Property (minor),,100 BLOCK FAYETTEVILLE ST,RALEIGH,RALEIGH,Downtown,2021/03/12 13:08:00+00,2021,3,12,8,Friday,35.7789071080001,-78.639164556,RPD,2021/03/12 19:18:52.280+00
-78.6627494959999,35.792474295,618109,61438f96-9696-4823-9396-de82b8ebd614,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011841,FRAUD,56A,Fraud/False Pretense or Swindle,CRIMES AGAINST PROPERTY,600 BLOCK OBERLIN RD,RALEIGH,RALEIGH,Southwest,2021/03/12 14:12:00+00,2021,3,12,9,Friday,35.792474295,-78.6627494959999,RPD,2021/03/12 22:07:13.047+00
-78.664944207,35.840258125,618110,c6a90286-7a18-4725-bece-2ed6fc19c3e5,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011844,BURGLARY/RESIDENTIAL,30B,Burglary/Residential,CRIMES AGAINST PROPERTY,1800 BLOCK HILLOCK DR,RALEIGH,RALEIGH,North,2021/03/12 13:28:00+00,2021,3,12,8,Friday,35.840258125,-78.664944207,RPD,2021/03/12 18:17:12.003+00
-78.689729173,35.7471704710001,618111,14a169a6-5777-42a2-9338-2a0f134afadc,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011849,VANDALISM,80B,All Other/Damage to Property (minor),,2100 BLOCK VERSATILE RD,RALEIGH,RALEIGH,Southwest,2021/03/12 14:53:00+00,2021,3,12,9,Friday,35.7471704710001,-78.689729173,RPD,2021/03/12 18:50:40.380+00
-78.709582697,35.775553264,618112,72390754-18ab-4e33-8158-addc42703f77,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011852,FRAUD,56A,Fraud/False Pretense or Swindle,CRIMES AGAINST PROPERTY,5100 BLOCK KAPLAN DR,RALEIGH,RALEIGH,Southwest,2021/03/12 15:14:00+00,2021,3,12,10,Friday,35.7755532640001,-78.709582697,RPD,2021/03/12 16:19:08.147+00
-78.593217712,35.8200439120001,618113,ea5d14d8-5f79-49df-a796-baf639e5ecaa,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011853,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,2900 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,Northeast,2021/03/12 14:56:00+00,2021,3,12,9,Friday,35.8200439120001,-78.593217712,RPD,2021/03/12 22:09:08.053+00
-78.596904289,35.8119787740001,618114,b987c8c5-52c9-4901-aba1-9a028ce939f4,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011857,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,2600 BLOCK N RALEIGH BLVD,RALEIGH,RALEIGH,Northeast,2021/03/12 15:45:00+00,2021,3,12,10,Friday,35.8119787740001,-78.596904289,RPD,2021/03/12 22:44:41.103+00
-78.596904289,35.8119787740001,618115,6eb8f6cb-db46-44c9-ba9f-b4096d64355c,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011857,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,2600 BLOCK N RALEIGH BLVD,RALEIGH,RALEIGH,Northeast,2021/03/12 15:45:00+00,2021,3,12,10,Friday,35.8119787740001,-78.596904289,RPD,2021/03/12 22:44:41.103+00
-78.6021406779999,35.813763264,618116,8ec0be67-77e0-4ff6-bec4-f3543dceb448,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011858,ASSAULT,25G,Assault/Aggravated,CRIMES AGAINST PERSONS,2600 BLOCK APPLIANCE CT,RALEIGH,RALEIGH,Northeast,2021/03/12 14:19:00+00,2021,3,12,9,Friday,35.813763264,-78.602140678,RPD,2021/03/12 22:08:53.163+00
-78.606475266,35.772256483,618118,473d2382-8a45-4320-9049-c8e51fff945b,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011867,FRAUD,56B,Fraud/Credit Card-ATM Fraud,CRIMES AGAINST PROPERTY,2400 BLOCK MELVID CT,RALEIGH,RALEIGH,Southeast,2021/03/12 15:40:00+00,2021,3,12,10,Friday,35.772256483,-78.606475266,RPD,2021/03/12 18:57:53.209+00
-78.606475266,35.772256483,618119,cf4ecdff-f87d-4538-b8a7-3b6ad6da24ee,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011867,FRAUD,56C,Fraud/ID Theft,CRIMES AGAINST PROPERTY,2400 BLOCK MELVID CT,RALEIGH,RALEIGH,Southeast,2021/03/12 15:40:00+00,2021,3,12,10,Friday,35.772256483,-78.606475266,RPD,2021/03/12 18:57:53.209+00
-78.649025271,35.7478859120001,618120,619daf8a-3cab-4069-98d2-555c7bd0ac55,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011869,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,2600 BLOCK S SAUNDERS ST,RALEIGH,RALEIGH,Southwest,2021/03/12 17:05:00+00,2021,3,12,12,Friday,35.7478859120001,-78.649025271,RPD,2021/03/12 19:36:29.183+00
-78.579894192,35.8453269610001,618121,1275b50d-0530-41f9-a2cb-12d703eec03d,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011870,FRAUD,56F,Fraud/Worthless-Bad Checks,,4500 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,Northeast,2021/03/12 16:46:00+00,2021,3,12,11,Friday,35.8453269610001,-78.579894192,RPD,2021/03/12 22:12:45.093+00
-78.6946911919999,35.8479097910001,618122,9ce7ae4b-fbdd-4da3-b71d-14c0bf1daf9f,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011873,LARCENY FROM MV,35G,Larceny/Theft of MV Parts-Accessories,CRIMES AGAINST PROPERTY,4800 BLOCK BLUESTONE DR,RALEIGH,RALEIGH,Northwest,2021/03/12 17:44:00+00,2021,3,12,12,Friday,35.8479097910001,-78.6946911919999,RPD,2021/03/12 21:44:14.049+00
-78.558401547,35.883265296,618123,1fa2ba8e-a429-48db-a425-96b66d72f927,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011874,FRAUD,56B,Fraud/Credit Card-ATM Fraud,CRIMES AGAINST PROPERTY,8100 BLOCK FARMLEA CIR,RALEIGH,RALEIGH,Northeast,2021/03/12 17:51:00+00,2021,3,12,12,Friday,35.883265296,-78.558401547,RPD,2021/03/12 23:13:57.933+00
-78.6829077199999,35.773646741,618125,bac9e38f-c874-4e88-9ae9-21ade40212f3,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011877,FRAUD,56A,Fraud/False Pretense or Swindle,CRIMES AGAINST PROPERTY,2500 BLOCK AVENT FERRY RD,RALEIGH,RALEIGH,Southwest,2021/03/12 17:41:00+00,2021,3,12,12,Friday,35.7736467410001,-78.6829077199999,RPD,2021/03/12 19:37:52.647+00
-78.651799799,35.7766424100001,618129,0c7da1ac-aba0-4992-b483-e93cb47a1d66,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011886,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,300 BLOCK CUTLER ST,RALEIGH,RALEIGH,Downtown,2021/03/12 18:32:00+00,2021,3,12,13,Friday,35.7766424100001,-78.6517997989999,RPD,2021/03/12 19:18:59.063+00
-78.693857666,35.7793129560001,618130,209ce18d-e465-4442-b4d9-a9f6b42078db,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011888,UNAUTHORIZED MOTOR VEHICLE USE,80E,All Other/Unauthorized Use of Vehicle,,1300 BLOCK KENT RD,RALEIGH,RALEIGH,Southwest,2021/03/12 18:15:00+00,2021,3,12,13,Friday,35.7793129560001,-78.693857666,RPD,2021/03/12 21:10:34.333+00
-78.6505603359999,35.7809102520001,618135,a671c4db-0f9c-47f0-b6f0-9afa9298cac2,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011895,VANDALISM,80B,All Other/Damage to Property (minor),,800 BLOCK HILLSBOROUGH ST,RALEIGH,RALEIGH,Southwest,2021/03/12 18:39:00+00,2021,3,12,13,Friday,35.7809102520001,-78.650560336,RPD,2021/03/12 21:24:52.753+00
-78.649038378,35.7581275480001,618142,0a710858-33b4-4cb0-a07f-1cc721834115,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011908,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,1600 BLOCK S SAUNDERS ST,RALEIGH,RALEIGH,Downtown,2021/03/12 18:10:00+00,2021,3,12,13,Friday,35.7581275480001,-78.6490383779999,RPD,2021/03/12 23:32:29.100+00
-78.582264375,35.7887250690001,618143,e35dfef1-1627-409b-b26a-9a3f27cdf5a6,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011910,MV THEFT,40A,Motor Vehicle Theft,CRIMES AGAINST PROPERTY,3200 BLOCK CALUMET DR,RALEIGH,RALEIGH,Southeast,2021/03/12 20:03:00+00,2021,3,12,15,Friday,35.7887250690001,-78.582264375,RPD,2021/03/12 22:14:33.273+00
-78.7249674669999,35.773293956,618146,a47d21e1-d06c-4a20-9c49-5ccfc44e7e98,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011914,LARCENY FROM MV,35G,Larceny/Theft of MV Parts-Accessories,CRIMES AGAINST PROPERTY,5000 BLOCK FORT SUMTER RD,RALEIGH,RALEIGH,Southwest,2021/03/12 20:43:00+00,2021,3,12,15,Friday,35.773293956,-78.7249674669999,RPD,2021/03/12 22:48:42.737+00
-78.64896619,35.7724571,618149,2decb1a9-44a9-4668-b26c-a2f2ad0143bd,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,P21011921,BURGLARY/RESIDENTIAL,30B,Burglary/Residential,CRIMES AGAINST PROPERTY,600 BLOCK W SOUTH ST,RALEIGH,RALEIGH,Downtown,2021/03/12 21:05:00+00,2021,3,12,16,Friday,35.7724571000001,-78.64896619,RPD,2021/03/12 22:52:31.420+00
,,618180,51d38c15-9b25-4b75-80be-5d171e50cdc0,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Downtown,2021/03/12 14:56:00+00,2021,3,12,9,Friday,0,0,RPD,2021/03/12 22:33:19.329+00
,,618182,5a1041b2-e7a4-4b20-90a8-f9d16a2d8ac2,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Northeast,2021/03/12 14:48:00+00,2021,3,12,9,Friday,0,0,RPD,2021/03/12 21:24:49.140+00
,,618183,47082e00-41de-438e-96d2-4c25038205cd,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Northeast,2021/03/12 14:54:00+00,2021,3,12,9,Friday,0,0,RPD,2021/03/12 19:12:48.577+00
,,618184,6e387708-72ff-4108-a380-7baae705d17e,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Northeast,2021/03/13 00:03:00+00,2021,3,12,19,Friday,0,0,RPD,2021/03/13 02:58:02.927+00
,,618187,48b81e8b-a450-4195-9c0b-95d000012344,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,North,2021/03/12 20:22:00+00,2021,3,12,15,Friday,0,0,RPD,2021/03/12 22:43:13.740+00
,,618192,df680cad-81db-460b-a996-f58fa3bff8c9,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southeast,2021/03/12 13:38:00+00,2021,3,12,8,Friday,0,0,RPD,2021/03/12 22:08:36.640+00
,,618194,7bbe46b4-e0a1-472a-bdfb-9e51fc9b25f3,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southwest,2021/03/12 11:50:00+00,2021,3,12,6,Friday,0,0,RPD,2021/03/12 20:42:37.700+00
,,618195,06fb0e84-44f8-458f-bc54-a725fab2fdcf,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southwest,2021/03/12 15:12:00+00,2021,3,12,10,Friday,0,0,RPD,2021/03/12 18:51:38.353+00
,,618197,653469c5-63fc-47c0-b248-efc2174c3861,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,,MISCELLANEOUS,81B,Miscellaneous/Deceased Person,,,,RALEIGH,Northeast,2021/03/12 12:42:00+00,2021,3,12,7,Friday,0,0,RPD,2021/03/12 22:14:25.797+00
,,618198,9813d8d8-e1da-4b2d-8a9b-c8757a61b183,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,,MISCELLANEOUS,81B,Miscellaneous/Deceased Person,,,,RALEIGH,Northeast,2021/03/12 13:15:00+00,2021,3,12,8,Friday,0,0,RPD,2021/03/12 19:15:29.767+00
,,618200,ebbcb900-1df8-44db-aed3-a48b3734e72b,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,,MISCELLANEOUS,81B,Miscellaneous/Deceased Person,,,,RALEIGH,Southeast,2021/03/12 14:25:00+00,2021,3,12,9,Friday,0,0,RPD,2021/03/12 22:52:40.849+00
,,618201,2659c637-a8d4-4cfd-ba57-993e9193a17f,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,,MISCELLANEOUS,81C,Miscellaneous/Found Property,,,,RALEIGH,Downtown,2021/03/12 12:34:00+00,2021,3,12,7,Friday,0,0,RPD,2021/03/12 18:45:20.767+00
,,618204,cd94f927-0ee7-4335-a2d0-e7a8445cea2c,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,,MISCELLANEOUS,81E,Miscellaneous/Lost Property,,,,RALEIGH,Downtown,2021/03/12 14:56:00+00,2021,3,12,9,Friday,0,0,RPD,2021/03/12 18:50:03.207+00
,,618206,b6728eca-95ea-4844-9ab1-142cc825f23a,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,,MISCELLANEOUS,81F,Miscellaneous/Mental Commitment,,,,RALEIGH,Downtown,2021/03/12 16:32:00+00,2021,3,12,11,Friday,0,0,RPD,2021/03/12 23:02:55.687+00
,,618208,0280e1e0-4287-4ead-9e13-a58d12b9018b,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,,MISCELLANEOUS,81F,Miscellaneous/Mental Commitment,,,,RALEIGH,North,2021/03/12 14:12:00+00,2021,3,12,9,Friday,0,0,RPD,2021/03/12 15:40:38.967+00
,,618209,5c18741a-52b9-42a0-9517-b26e92b6ddfc,2021/03/13 05:01:09.567+00,RaleighGIS,2021/03/13 05:01:09.567+00,RaleighGIS,,MISCELLANEOUS,81F,Miscellaneous/Mental Commitment,,,,RALEIGH,Southeast,2021/03/12 13:06:00+00,2021,3,12,8,Friday,0,0,RPD,2021/03/12 16:02:47.817+00
-78.573588601,35.84281731,618250,bd8278c9-84fc-4af4-804f-0828dc0e77fa,2021/03/14 05:00:45.537+00,RaleighGIS,2021/03/14 05:00:45.537+00,RaleighGIS,P21012008,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,4400 BLOCK LOUISBURG RD,RALEIGH,RALEIGH,Northeast,2021/03/13 05:45:00+00,2021,3,13,0,Saturday,35.84281731,-78.573588601,RPD,2021/03/13 19:05:51.973+00
-78.6365664319999,35.778540542,618252,0b6dc0ba-0500-4e9c-9cf0-70eb0cd15f52,2021/03/14 05:00:45.537+00,RaleighGIS,2021/03/14 05:00:45.537+00,RaleighGIS,P21012010,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,100 BLOCK S BLOUNT ST,RALEIGH,RALEIGH,Downtown,2021/03/13 05:44:00+00,2021,3,13,0,Saturday,35.778540542,-78.6365664319999,RPD,2021/03/13 10:22:30.013+00
-78.676485655,35.7882812890001,618253,060dea8e-457c-4974-93cc-6c20a507d08b,2021/03/14 05:00:45.537+00,RaleighGIS,2021/03/14 05:00:45.537+00,RaleighGIS,P21012013,ASSAULT,25F,Assault/Intimidation-Communicating Threats,CRIMES AGAINST PERSONS,FRIENDLY DR  &  M E VALENTINE DR,RALEIGH,RALEIGH,Southwest,2021/03/13 05:55:00+00,2021,3,13,0,Saturday,35.7882812890001,-78.676485655,RPD,2021/03/13 11:01:09.403+00
-78.630873292,35.776651625,618259,9849c028-3099-4a76-8886-315e205cd077,2021/03/14 05:00:45.537+00,RaleighGIS,2021/03/14 05:00:45.537+00,RaleighGIS,P21012021,WEAPONS VIOLATION,51C,Weapons/Shots Fired,CRIMES AGAINST SOCIETY,500 BLOCK E MARTIN ST,RALEIGH,RALEIGH,Downtown,2021/03/13 07:18:00+00,2021,3,13,2,Saturday,35.7766516250001,-78.630873292,RPD,2021/03/13 14:39:36.917+00
-78.553164378,35.892372014,618261,8a9e04c2-2fa6-43ec-921d-0b9461a38688,2021/03/14 05:00:45.537+00,RaleighGIS,2021/03/14 05:00:45.537+00,RaleighGIS,P21012023,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,8400 BLOCK PERRY PINES DR,RALEIGH,RALEIGH,Northeast,2021/03/13 06:40:00+00,2021,3,13,1,Saturday,35.892372014,-78.553164378,RPD,2021/03/13 10:50:18.217+00
,,618336,f74e3020-a2e5-4e9d-9c4a-74330be4b3bf,2021/03/14 05:00:45.537+00,RaleighGIS,2021/03/14 05:00:45.537+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,North,2021/03/13 05:49:00+00,2021,3,13,0,Saturday,0,0,RPD,2021/03/14 03:32:12.670+00
