OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
1326462,04092015882,TAQUERIA LA CABANA,3520 CAPITAL BLVD ,,RALEIGH,NC,27609,(919) 872-2252,2011/02/01 00:00:00+00,Restaurant,17038,-78.58408386,35.82807152,M
1326463,04092021987,H Mart SDG Tofu House,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016/12/22 00:00:00+00,Food Stand,17043,-78.84865444,35.78921622,M
1326464,04092018273,PandyaNad,4325 GLENWOOD AVE,,RALEIGH,NC,27612,(919) 615-2063,2019/12/12 00:00:00+00,Food Stand,17046,-78.68184484,35.84183815,T
1326465,04092021649,HARRIS TEETER #353 PRODUCE,13686 CAPITAL  BLVD ,,WAKE FOREST,NC,27587,(919) 554-3608,2011/02/04 00:00:00+00,Food Stand,17047,-78.51867461,36.00548951,M
1326466,04092017275,SHEETZ #600,1019 MORRISVILLE PKY ,,MORRISVILLE,NC,27560,(919) 388-0394,2016/07/07 00:00:00+00,Restaurant,17054,-78.82183146,35.80911724,M
1326467,04092016391,MOE'S SOUTHWEST GRILL #838,770  W WILLIAMS ST ,,APEX,NC,27502,(919) 303-0061,2013/03/20 00:00:00+00,Restaurant,17058,-78.86276064,35.73803218,M
1326468,04092018348,Subway #2017,"6320  Capital Blvd, Ste 133",,RALEIGH,NC,27616,(919) 878-1777,2020/04/14 00:00:00+00,Restaurant,17060,-78.57847002,35.87073633,M
1326469,04092017041,FIREHOUSE SUBS #1138,4111 ED DR ,,RALEIGH,NC,27612,(919) 783-7102,2015/09/22 00:00:00+00,Restaurant,17063,-78.70458274,35.82558522,M
1326470,04092018503,Shish Kabob,9101 LEESVILLE  RD ,STE 141,RALEIGH,NC,27613,(919) 848-1211,2020/12/15 00:00:00+00,Restaurant,17067,-78.72548207,35.8967595,M
1326471,04092014769,Umstead Hotel & Spa Food Service,100 Woodland Pond ,,CARY,NC,27513,(919) 447-4000,2007/01/12 00:00:00+00,Restaurant,17062,-78.76554053,35.82938634,M
1326472,04092015415,GRAVY,135 S WILMINGTON ST ,,RALEIGH,NC,27601,(919) 896-8513,2009/06/08 00:00:00+00,Restaurant,17077,-78.63798592,35.77854302,M
1326473,04092018032,TACO BELL #34556,4004 Capital BLVD ,,RALEIGH,NC,27604,(919) 872-9020,2019/01/18 00:00:00+00,Restaurant,17086,-78.58146313,35.83563234,M
1326474,04092018370,Jonathan's Sports Lounge & Grill,3400 New Birch DR ,,RALEIGH,NC,27610,(919) 692-5095,2020/05/21 00:00:00+00,Restaurant,17088,-78.59862151,35.74660149,M
1326475,04092040285,BACKYARD BISTRO PUSHCART (WCID #444),201 SOCCER PARK  DR ,WAKEFIELD SOCCER PARK,CARY,NC,27513,(919) 621-2168,2013/02/04 00:00:00+00,Pushcarts,17093,-78.75430206,35.78579776,M
1326476,04092018364,China House,7063 Knightdale Blvd,,KNIGHTDALE,NC,27545,(919) 217-4484,2020/05/14 00:00:00+00,Restaurant,17110,-78.49327225,35.79797229,M
1326477,04092017012,CAROLINA SUSHI & ROLL,5951-107 POYNER VILLAGE PKY ,,RALEIGH,NC,27616,(919) 981-5835,2015/08/28 00:00:00+00,Restaurant,17096,-78.57030208,35.86511564,M
1326478,04092017884,9.19 Island Cuisine,13654 Capital BLVD Suite 108,,WAKE FOREST,NC,27587,(919) 556-3647,2018/07/03 00:00:00+00,Restaurant,17111,-78.51867461,36.00548951,M
1326479,04092021843,Walnut Creek VIP Grill,3801 Rock Quarry RD ,,RALEIGH,NC,27610,(727) 481-1436,2015/04/13 00:00:00+00,Food Stand,17124,-78.57884845,35.7501844,M
1326480,04092017981,Domino's #4464,4112-120 PLEASANT VALLEY RD ,,RALEIGH,NC,27612,(919) 783-5500,2018/11/19 00:00:00+00,Restaurant,17106,-78.70411749,35.8601067,M
1326481,04092016331,SUBWAY #55675,234 FAYETTEVILLE  ST ,,RALEIGH,NC,27601,(919) 615-2670,2012/12/21 00:00:00+00,Restaurant,17127,-78.63956988,35.77712711,M
1326482,04092040301,COUSINS CONFECTIONS #3 (WCID #485),4700 TRINITY RD ,,RALEIGH,NC,27607,(919) 782-1967,2013/08/28 00:00:00+00,Pushcarts,17137,-78.71510697,35.79630808,M
1326483,04092018235,Amberly Local,718 SLASH PINE DR,,CARY,NC,27519,(919) 650-2546,2019/11/19 00:00:00+00,Restaurant,17138,-78.90892711,35.83075427,M
1326484,04092014534,Raleigh Times Bar,14 E Hargett ST ,,RALEIGH,NC,27601,(919) 833-0999,2006/03/21 00:00:00+00,Restaurant,17140,-78.63861815,35.77806273,M
1326485,04092021880,FOOD LION #341 PRODUCE,114 WAKELON ST ,,ZEBULON,NC,27597,(919) 269-6122,2015/09/16 00:00:00+00,Food Stand,17141,-78.31858381,35.83228812,M
1326486,04092021878,FOOD LION #247 PRODUCE,4510 CAPITAL BLVD ,,RALEIGH,NC,28145,(919) 876-8126,2015/09/18 00:00:00+00,Food Stand,17142,-78.57896604,35.84571366,M
1326487,04092015637,McLean's Hillbillies,1206 ARENDELL AVE ,,ZEBULON,NC,27597,(919) 404-2212,2010/05/20 00:00:00+00,Restaurant,17134,-78.32254385,35.8363532,M
1326488,04092021877,FOOD LION #1557 PRODUCE,4827 GROVE BARTON RD ,,RALEIGH,NC,27613,(919) 781-4437,2015/09/17 00:00:00+00,Food Stand,17143,-78.71866323,35.869194,M
1326489,04092015713,WING STOP # 527,1721-112 NEW HOPE CHURCH RD ,,RALEIGH,NC,27609,(919) 872-8856,2010/09/13 00:00:00+00,Restaurant,17144,-78.61222144,35.83674654,M
1326490,04092025334,Mat-Jib,1961 HIGH HOUSE RD,,CARY,NC,27519,(919) 969-3614,2020/12/16 00:00:00+00,Food Stand,17151,-78.84865444,35.78921622,M
1326491,04092018162,3 Olives Pizza & Deli,1493 GARNER STATION BLVD,,RALEIGH,NC,27603,(919) 777-3530,2019/08/27 00:00:00+00,Restaurant,17164,-78.65539938,35.7237412,M
1326492,04092110085,Lynn Road Elem. Cafeteria,1601 LYNN RD ,,RALEIGH,NC,27612-6820,(919) 870-4074 ext. 20860,1991/09/17 00:00:00+00,Public School Lunchrooms,17169,-78.66786984,35.87032502,M
1326493,04092018438,Cha House,1319 KILDAIRE FARM RD,,CARY,NC,27511,(984) 465-0498,2020/09/09 00:00:00+00,Restaurant,17185,-78.78193974,35.75976658,M
1326494,04092021993,H Mart Don-don,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016/12/22 00:00:00+00,Food Stand,17193,-78.84865444,35.78921622,M
1326495,04092021830,STARBUCKS AT HARRIS TEETER #319,2051 W. MILLBROOK ROAD,,RALEIGH,NC,27612,(919) 787-1364,2015/02/13 00:00:00+00,Food Stand,17196,-78.67971393,35.85737248,M
1326496,04092018347,Starbuck's,2901 SHERMAN OAK PL ,,RALEIGH,NC,27609-6884,,2020/04/13 00:00:00+00,Restaurant,17198,-78.62082753,35.82131925,M
1326497,04092017332,OFF THE HOOK SEAFOOD RESTAURANT,308 SOUTHTOWN CIR ,,ROLESVILLE,NC,27571,(919) 263-1868,2016/09/27 00:00:00+00,Restaurant,17209,-78.47039569,35.91648377,M
1326498,04092016117,JASMIN BISTRO,3801 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 835-1626,2012/02/29 00:00:00+00,Restaurant,17227,-78.68856288,35.79387274,M
1326499,04092110527,Garner High School Cafeteria,2101 Spring DR ,,GARNER,NC,27529,(919) 662-2379 ext. 23590,2018/06/28 00:00:00+00,Public School Lunchrooms,17231,-78.63736647,35.70995766,M
1326500,04092110526,Vandora Springs Elementary School Cafeteria,1300 Vandora Springs RD ,,GARNER,NC,27529,,2018/07/23 00:00:00+00,Public School Lunchrooms,17232,-78.62840113,35.699067,M
1326501,04092017679,Firehouse Subs #1052,413 Village Walk DR ,,HOLLY SPRINGS,NC,27540,(984) 225-2550,2017/09/18 00:00:00+00,Restaurant,17249,-78.83774133,35.64081684,M
1326502,04092018281,RALEIGH TAP ROOM,2400 JOHN BRANTLEY BLVD ,RDU TERMINAL 2,MORRISVILLE,NC,27560,(919) 840-4477,2020/01/03 00:00:00+00,Restaurant,17251,-78.78942675,35.86970553,M
1326503,04092017666,OAK CITY PIZZA,206 FOREST HILLS DR ,,GARNER,NC,27529,,2017/06/30 00:00:00+00,Restaurant,17253,-78.62278736,35.70820906,M
1326504,04092016627,WHISPERING PINES DINING,7501 LEADMINE  RD ,,RALEIGH,NC,27615,(919) 870-0222,2014/02/25 00:00:00+00,Restaurant,17257,-78.66223022,35.88240773,M
1326505,04092017027,CAPITAL OAKS CULINARY & DINING SERVICES,6498 RAY RD ,,RALEIGH,NC,27613,(919) 784-0099,2015/09/17 00:00:00+00,Restaurant,17258,-78.69653255,35.86810514,M
1326506,04092013024,Sushi Blues Cafe,301 GLENWOOD AVE ,Suite 110,RALEIGH,NC,27603-1452,(919) 664-8061,1999/11/02 00:00:00+00,Restaurant,17272,-78.64802957,35.784569,M
1326507,04092016921,BEST WESTERN FOODSERVICE,2715 CAPITAL BLVD ,,RALEIGH,NC,27604,(919) 872-5000,2015/05/08 00:00:00+00,Restaurant,17278,-78.60270667,35.81715188,M
1326508,04092021597,SHISH KABOB CITY PLAZA,438 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 833-4005,2009/11/20 00:00:00+00,Food Stand,17282,-78.63936414,35.77440995,M
1326509,04092015054,Subway #30443,9800 Holly Springs RD ,,HOLLY SPRINGS,NC,27540,(919) 387-4818,2008/01/15 00:00:00+00,Restaurant,17285,-78.79913769,35.66712746,M
1326510,04092021902,REAL FOOD CENTRAL,3222 WELLINGTON CT ,SUITE 106,RALEIGH,NC,27605,(919) 358-4138,2015/10/30 00:00:00+00,Food Stand,17294,-78.57835538,35.88649841,M
1326511,04092110504,APEX FRIENDSHIP HIGH SCHOOL CAFETERIA,7901 HUMIE OLIVE RD ,,APEX,NC,27502,(919) 694-0500 ext. 20009,2015/05/22 00:00:00+00,Public School Lunchrooms,17296,-78.91098202,35.70021278,M
1326512,04092110110,Southeast Raleigh H.S.Cafeteria,2600 ROCK QUARRY RD ,,RALEIGH,NC,27610-5102,(919) 856-2800 ext. 24980,1997/07/28 00:00:00+00,Public School Lunchrooms,17300,-78.604097,35.74534841,M
1326513,04092017069,GONZA TACOS & TEQUILA,2100-110 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 268-8965,2015/10/27 00:00:00+00,Restaurant,17305,-78.6631086,35.78642353,M
1326514,04092018536,ParTee Shack,5300 FAYETTEVILLE RD,,RALEIGH,NC,27603,(919) 670-2980,2021/02/16 00:00:00+00,Restaurant,17306,-78.66097562,35.70773302,M
1326515,04092021905,FOOD LION #649 PRODUCE,2720 LAKE WHEELER RD ,,RALEIGH,NC,27603,(919) 755-3856,2015/10/29 00:00:00+00,Food Stand,17308,-78.68034061,35.74405959,M
1326516,04092016057,JACK'S SEAFOOD,5416 ROCK QUARRY RD ,STE 103,RALEIGH,NC,27610,(919) 329-8125,2011/12/06 00:00:00+00,Restaurant,17309,-78.56009996,35.73196045,M
1326517,04092016763,FIRST WATCH,6109 GLENWOOD AVE.,,RALEIGH,NC,27612,(919) 789-3347,2014/09/25 00:00:00+00,Restaurant,17312,-78.70249018,35.85532535,M
1326518,04092025274,Harris Teeter #496 Deli,940 US 64 HWY W,,APEX,NC,27523-7184,,2019/07/15 00:00:00+00,Food Stand,17318,-78.82197042,35.74562504,M
1326519,04092011132,Bojangles,1400 N MAIN ST ,,FUQUAY VARINA,NC,27526-8901,(919) 557-0749,1992/08/10 00:00:00+00,Restaurant,17326,-78.77334916,35.59221914,M
1326520,04092012026,Jersey Mikes Subs,922 Us 64 HWY W ,,APEX,NC,27502,(919) 467-3900,1997/03/17 00:00:00+00,Restaurant,17333,-78.82081015,35.74556916,M
1326521,04092012182,BURGER KING #8513,1828 ROCK QUARRY RD ,,RALEIGH,NC,27610,(919) 834-0355,1998/01/06 00:00:00+00,Restaurant,17342,-78.61293992,35.75475311,M
1326522,04092017103,CHICK-FIL-A #792,6701 FALLS OF NEUSE RD ,,RALEIGH,NC,27615-5373,(919) 845-4556,2015/12/07 00:00:00+00,Restaurant,17349,-78.62404244,35.87534331,M
1326523,04092011179,RED DRAGON CHINESE RESTAURANT,2513 FAIRVIEW RD,,RALEIGH,NC,27608,(919) 782-1102,1992/10/08 00:00:00+00,Restaurant,17377,-78.65461085,35.80920928,M
1326524,04092018365,MI CANCUN 2,9605 CHAPEL HILL RD ,,MORRISVILLE ,NC,27560,(919) 481-9002,2020/05/14 00:00:00+00,Restaurant,17427,-78.81159503,35.80640931,M
1326525,04092016895,FIRST WATCH #517,6320-130 CAPITAL BLVD.,,RALEIGH,NC,27616,(919) 900-8355,2015/03/20 00:00:00+00,Restaurant,17429,-78.58011487,35.87107688,M
1326526,04092016952,MILANO PIZZA,186 WAKELON ST ,,ZEBULON,NC,27597-2403,(919) 269-4488,2015/06/12 00:00:00+00,Restaurant,17460,-78.31858381,35.83228812,M
1326527,04092020945,Cook Out,1607 WALNUT ST,,CARY,NC,27511-5928,(919) 319-5414,2000/05/16 00:00:00+00,Food Stand,17486,-78.74808975,35.76411442,M
1326528,04092015356,CHUBBY'S TACOS,2444 WYCLIFF  RD ,,RALEIGH,NC,27607,(919) 781-4480,2009/03/13 00:00:00+00,Restaurant,17491,-78.692995,35.81676997,M
1326529,04092016940,GOOEY'S AMERICAN GRILLE,950 GATEWAY COMMONS CIR ,,WAKE FOREST,NC,27587,(919) 761-5191,2015/05/27 00:00:00+00,Restaurant,17492,-78.4951784,35.96732914,M
1326530,04092018212,Just Salad,4025 LAKE BOONE TRL,,RALEIGH,NC,27607,(919) 925-3400,2019/10/31 00:00:00+00,Restaurant,17508,-78.69709804,35.81457389,M
1326531,04092015960,CAMBRIDGE VILLAGE DINING,10000 Cambridge Village Loop,,APEX,NC,27502,(919) 363-2080,2011/05/10 00:00:00+00,Restaurant,17517,-78.84579127,35.71810568,M
1326532,04092010593,Adventure Landing,3311 Capital BLVD ,,RALEIGH,NC,27604-3339,(919) 872-1688,1991/05/02 00:00:00+00,Restaurant,17529,-78.58785277,35.82526081,M
1326533,04092010138,Char-Grill,3211 EDWARDS MILL RD ,,RALEIGH,NC,27612-5367,(919) 781-2945,1991/05/06 00:00:00+00,Restaurant,17530,-78.70580536,35.82555266,M
1326534,04092010520,Hilton North Raleigh Foodservice,3415 WAKE FOREST RD ,,RALEIGH,NC,27609-7316,(919) 872-2323,1991/05/08 00:00:00+00,Restaurant,17531,-78.62058677,35.82973066,M
1326535,04092011831,Taco Bell #3279,3821 WESTERN BLVD ,,RALEIGH,NC,27606-1934,(919) 851-9034,1995/12/08 00:00:00+00,Restaurant,17539,-78.68953284,35.78425136,M
1326536,04092014667,Tangerine Cafe,2422 SW Cary PKY ,,CARY,NC,27513,(919) 468-8688,2006/08/21 00:00:00+00,Restaurant,17546,-78.82085718,35.76363975,M
1326537,04092017466,POPEYES #12346,7120 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,(919) 880-6912,2016/11/29 00:00:00+00,Restaurant,17550,-78.49001904,35.79780164,M
1326538,04092021867,FOOD LION #1374 PRODUCE,9525 STRICKLAND RD ,,RALEIGH,NC,27615,(919) 676-0141,2015/08/25 00:00:00+00,Food Stand,17551,-78.65461142,35.89932701,M
1326539,04092017492,VIDRIO,500 GLENWOOD AVE ,SUITE 100,RALEIGH,NC,27603,(919) 803-6033,2016/12/16 00:00:00+00,Restaurant,17566,-78.64701998,35.78656832,M
1326540,04092018480,Carnitas La Barca,2259 New Hope Church RD ,,RALEIGH,NC,27604,(919) 636-1182,2020/11/06 00:00:00+00,Restaurant,17568,-78.60062749,35.83624718,M
1326541,04092016646,FILIPINO EXPRESS RESTAURANT,"3601 CAPITAL BLVD, STE 101",,RALEIGH,NC,27604,(919) 876-6911,2014/03/25 00:00:00+00,Restaurant,17587,-78.58592881,35.82958159,M
1326542,04092160061,Elmcroft of Northridge,600 Newton RD ,,RALEIGH,NC,27615,(919) 848-4906,2007/07/26 00:00:00+00,Institutional Food Service,17591,-78.63711313,35.87834919,M
1326543,04092018215,Which Wich #280,413 WOODBURN RD ,,RALEIGH,NC,27605,(919) 833-9424,2019/11/04 00:00:00+00,Restaurant,17614,-78.66025735,35.7899673,M
1326544,04092012262,International House Of Pancakes,1450 Us 70 Hwy ,,GARNER,NC,27529,(919) 661-2604,1998/06/22 00:00:00+00,Restaurant,17598,-78.6425865,35.72139768,T
1326545,04092110045,Rand Road Elem School Cafeteria,300 Arbor Greene Dr,,GARNER,NC,27529,(919) 662-2283,1991/04/03 00:00:00+00,Public School Lunchrooms,17621,-78.61738663,35.65531855,M
1326546,04092010533,O'Charleys,101 ASHVILLE AVE ,,CARY,NC,27511-6606,(919) 851-9777,1991/04/22 00:00:00+00,Restaurant,17623,-78.78354467,35.73867895,M
1326547,04092030471,The Blue Window (WCID #759),2411  E Millbrook RD ,#106,NORTH CAROLINA,NC,27604,(984) 777-0379,2020/03/19 00:00:00+00,Mobile Food Units,17617,-78.59536053,35.84809143,M
1326548,04092016210,GARNER RD STOP N GO,2121 GARNER RD ,,RALEIGH,NC,27610,(919) 412-9458,2012/06/25 00:00:00+00,Restaurant,17634,-78.63080238,35.75168625,M
1326549,04092110010,Apex Middle School Cafeteria,400 E MOORE ST ,,APEX,NC,27502-1927,(919) 387-2194,1991/09/17 00:00:00+00,Public School Lunchrooms,17641,-78.84784964,35.72574966,M
1326550,04092030391,Corner Boys BBQ (WCID #676),2161 S Wilmington  ST ,,RALEIGH,NC,27603,(919) 889-3882,2019/01/31 00:00:00+00,Mobile Food Units,17620,-78.64171063,35.75324624,M
1326551,04092021931,Circle K   #0846,1800 LAURA DUNCAN RD ,,APEX,NC,27523-1564,(919) 387-7984,2016/02/29 00:00:00+00,Food Stand,17651,-78.83458707,35.74814473,M
1326552,04092025245,Papa John's #4960,130 W Holly Springs RD ,,Holly Springs,NC,27540,(919) 762-3747,2019/03/12 00:00:00+00,Food Stand,17677,-78.8358869,35.65576179,M
1326553,04092018034,Benchwarmers Bagels,500-107 E Davie ST ,,RALEIGH,NC,27601,(984) 232-8122,2019/01/23 00:00:00+00,Restaurant,17632,-78.63247092,35.77531669,M
1326554,04092017824,Hibachi Express,1009 Stadium DR ,Suite 112,WAKE FOREST,NC,27587,(984) 237-1031,2018/03/23 00:00:00+00,Restaurant,17681,-78.52990327,35.98957106,M
1326555,04092017662,CULVER'S OF WAKE FOREST,2819 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 435-1053,2017/08/14 00:00:00+00,Restaurant,17694,-78.52437345,35.95309222,M
1326556,04092017340,BURGER KING #1094,6300 Capital BLVD ,,RALEIGH,NC,27616-3048,(919) 872-6307,2016/10/17 00:00:00+00,Restaurant,17695,-78.57966996,35.87091963,M
1326557,04092016625,CILANTRO INDIAN CAFE',107 EDINBURGH SOUTH DR ,STE 107,CARY,NC,27511,(919) 234-1264,2014/02/21 00:00:00+00,Restaurant,17696,-78.79792507,35.7367619,M
1326558,04092021700,JET'S PIZZA,1253 NW MAYNARD RD ,,CARY,NC,27513,(919) 469-4949,2012/01/25 00:00:00+00,Food Stand,17697,-78.81241463,35.78438636,M
1326559,04092018443,Di Fara,111 E CHATHAM ST,,CARY,NC,27511,(919) 678-5300,2020/09/15 00:00:00+00,Restaurant,17700,-78.78052303,35.78769406,M
1326560,04092017819,Starbucks #11189,3800 Lake Boone TRL ,,RALEIGH,NC,27607,(919) 781-6211,2018/03/28 00:00:00+00,Restaurant,17701,-78.69378491,35.81617512,M
1326561,04092016715,Spring Hill Suites Kitchen,1128 Ledsome Lane,,CARY,NC,27511,(919) 977-7244,2014/07/11 00:00:00+00,Restaurant,17709,-78.74889113,35.76176667,M
1326562,04092110014,Brentwood Elementary Cafeteria,3426 Ingram Dr,,RALEIGH,NC,27604-2536,(919) 850-8720 ext. 26311,1991/09/18 00:00:00+00,Public School Lunchrooms,17713,-78.59691515,35.82925239,M
1326563,04092110079,Fox Road Elementary Cafeteria,7101 Fox Rd,,RALEIGH,NC,27616-6353,(919) 850-8845 ext. 23935,1991/10/28 00:00:00+00,Public School Lunchrooms,17718,-78.55535345,35.87372438,M
1326564,04092011334,Chick-fil-A,6612 GLENWOOD AVE ,,RALEIGH,NC,27612-7128,(919) 571-8480,1993/08/25 00:00:00+00,Restaurant,17742,-78.70866184,35.8610412,M
1326565,04092011339,AMF Snack Bar and Lounge,5501 COMMERCIAL AVE ,,RALEIGH,NC,27612-7002,,1993/09/01 00:00:00+00,Restaurant,17745,-78.70934766,35.85721165,M
1326566,04092017674,SERGIO'S PIZZA,7440 LOUISBURG RD ,STE 135,RALEIGH,NC,27616,(919) 876-3116,2017/08/31 00:00:00+00,Restaurant,17750,-78.53977,35.87454018,M
1326567,04092110009,Baucom Elem. Sch. Cafeteria,400 HUNTER ST ,,APEX,NC,27502-1320,(919) 387-2175,1991/09/17 00:00:00+00,Public School Lunchrooms,17759,-78.85424336,35.73741961,M
1326568,04092110062,Knightdale Elem. Sch. Cafeteria,109 RIDGE ST ,,KNIGHTDALE,NC,27545-8996,(919) 266-8540 ext. 21663,1991/10/16 00:00:00+00,Public School Lunchrooms,17763,-78.4779126,35.78387328,M
1326569,04092011426,"Atrium Cafe, The","500 SAS Campus Dr,  Bldg R ",Building R,CARY,NC,27513,(919) 531-9380,1994/01/28 00:00:00+00,Restaurant,17765,-78.75797326,35.82399374,M
1326570,04092011501,BOSTON MARKET,4558 Capital Blv ,,RALEIGH,NC,27604-4353,(919) 981-7450,1994/08/22 00:00:00+00,Restaurant,17772,-78.57896604,35.84571366,M
1326571,04092014665,Zaxby's Restaurant,4150 FAYETTEVILLE RD,,RALEIGH,NC,27603-3606,(919) 661-7772,2006/08/22 00:00:00+00,Restaurant,17803,-78.65280432,35.72361266,M
1326572,04092016583,THE CORNER TAVERN & GRILL,1301 NW MAYNARD  RD ,,CARY,NC,27513,(919) 460-0088,2013/12/19 00:00:00+00,Restaurant,17804,-78.81098892,35.78581105,M
1326573,04092011788,Taco Bell,2748 Capital BLVD ,,RALEIGH,NC,27604-1510,(919) 832-6450,1995/12/14 00:00:00+00,Restaurant,17836,-78.59785676,35.8172971,M
1326574,04092011784,Taco Bell,8801 SIX FORKS RD ,,RALEIGH,NC,27615-2970,(919) 870-9107,1995/12/05 00:00:00+00,Restaurant,17838,-78.65211984,35.89979375,M
1326575,04092011923,Pauls Cash Grocery &Services,7301 POOLE RD,,RALEIGH,NC,27610-9366,(919) 266-2624,1996/08/28 00:00:00+00,Restaurant,17844,-78.51538485,35.75733791,M
1326576,04092011895,Fiesta Mexicana,2839 Jones Franklin RD ,,RALEIGH,NC,27606-4346,(919) 859-1303,1996/07/03 00:00:00+00,Restaurant,17845,-78.73773412,35.74361197,M
1326577,04092018155,Char-Grill Wake Forest,13600 CAPITAL BLVD,,WAKE FOREST,NC,27587,(919) 554-2000,2019/08/21 00:00:00+00,Restaurant,17867,-78.52002018,36.0046313,M
1326578,04092021402,Harris Teeter #283 Deli ,8101 Fayetteville RD ,,FUQUAY VARINA,NC,27603,(919) 772-0241,2006/08/16 00:00:00+00,Food Stand,17806,-78.70123204,35.66365888,M
1326579,04092013053,PNC 114 & MAKUS,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300 ext. 5,1999/10/28 00:00:00+00,Restaurant,17882,-78.7229363,35.8032419,M
1326580,04092020927,BJ's Wholesale Club Deli & Meat Market,2370 WALNUT ST ,,CARY,NC,27518,(919) 854-2777,2000/03/31 00:00:00+00,Food Stand,17887,-78.74427315,35.75323584,M
1326581,04092017224,PHO XPRESS,7841-130 ALEXANDER PROMENADE PL ,,RALEIGH,NC,27617,(919) 400-4100,2016/05/05 00:00:00+00,Restaurant,17863,-78.78033581,35.91281167,M
1326582,04092050018,Cardinal Gibbons School Cafeteria,1401 EDWARDS MILL RD,,RALEIGH,NC,27607-3616,(919) 834-1625,2000/08/11 00:00:00+00,Private School Lunchrooms,17888,-78.72901246,35.8026036,M
1326583,04092300143,Food Lion #938 Meat Market,517 N MAIN ST,,HOLLY SPRINGS,NC,27540-9397,(919) 557-1175,2000/07/01 00:00:00+00,Meat Market,17890,-78.83687096,35.65966057,M
1326584,04092110123,Salem Elementary Sch. Cafeteria,6116 OLD JENKS RD ,,APEX,NC,27523-8242,(919) 363-2970,2000/08/18 00:00:00+00,Public School Lunchrooms,17892,-78.85003935,35.75603203,M
1326585,04092017090,HONEYBAKED HAM & CAFE,14460 FALLS OF NEUSE RD ,SUITE 161,RALEIGH,NC,27614,(919) 263-1796,2015/11/20 00:00:00+00,Restaurant,17896,-78.54362008,35.94386602,M
1326586,04092017443,PNC CLUB 220-A (GRILL SIDE),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300,2016/09/28 00:00:00+00,Restaurant,17917,-78.7229363,35.8032419,M
1326587,04092016978,THE BURGER SHOP,203 WAIT AVE ,,WAKE FOREST,NC,27587,(919) 562-2333,2015/07/07 00:00:00+00,Restaurant,17924,-78.50924596,35.9788861,M
1326588,04092021707,Carlie C's IGA #820 Seafood,1514 GARNER STATION  BLVD ,,RALEIGH,NC,27603,(919) 329-0970,2012/06/01 00:00:00+00,Food Stand,17925,-78.65475896,35.72582345,M
1326589,04092017962,DUNKIN DONUTS,1450 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 577-1150,2018/10/26 00:00:00+00,Restaurant,17932,-78.76831494,35.59359443,M
1326590,04092021505,Harris Teeter #26 Meat/Seafood,7400 Creedmoor RD ,,RALEIGH,NC,27613,(919) 848-1464,2008/01/25 00:00:00+00,Food Stand,17939,-78.67820041,35.88787167,M
1326591,04092016367,AGAVE MEXICAN BAR & GRILL,18 W THIRD ST ,,WENDELL,NC,27591,(919) 365-0069,2013/01/30 00:00:00+00,Restaurant,17950,-78.37068542,35.78151266,M
1326592,04092016502,El Cuscatleco Restaurant,1383 SE MAYNARD RD ,,CARY,NC,27511,(919) 650-2706,2013/09/04 00:00:00+00,Restaurant,17951,-78.76443251,35.78847694,M
1326593,04092015086,BRUEGGERS BAGELS #192,9704 STRICKLAND RD ,,RALEIGH,NC,27615,(919) 846-0183,2008/03/20 00:00:00+00,Restaurant,17957,-78.65729539,35.90232333,M
1326594,04092025227,DOMINOS #8958,7981 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 661-2612,2018/12/15 00:00:00+00,Food Stand,17962,-78.69742539,35.66508155,M
1326595,04092014886,Chili's #1393,11380 Capital  BLVD ,,WAKE FOREST,NC,27587,(919) 554-0488,2007/06/12 00:00:00+00,Restaurant,17966,-78.53983156,35.95485838,M
1326596,04092017512,JOY LUCK CLUB OF GRAND ASIA MARKET,1253 BUCK JONES RD ,,RALEIGH,NC,27606,(919) 468-2988,2017/02/22 00:00:00+00,Restaurant,17974,-78.74067496,35.76583498,M
1326597,04092022003,POSH NOSH CATERING,1053 E WHITAKER MILL RD ,SUITE 135,RALEIGH,NC,27604,(919) 839-6004,2017/02/15 00:00:00+00,Food Stand,17976,-78.62124627,35.80871398,M
1326598,04092013321,Legislative Office Bldg. Snack Bar,300 N Salisbury St ,,RALEIGH,NC,27603-5925,(919) 715-6409,2001/04/30 00:00:00+00,Restaurant,17978,-78.63881833,35.78561791,M
1326599,04092013325,Harris Teeter #90 Deli,13210 STRICKLAND RD ,,RALEIGH,NC,27613-7536,(919) 676-0589,2001/07/02 00:00:00+00,Restaurant,18015,-78.72593809,35.90878313,M
