OBJECTID;HSISID;NAME;ADDRESS1;ADDRESS2;CITY;STATE;POSTALCODE;PHONENUMBER;RestaurantOpenDate;FACILITYTYPE;PERMITID;X;Y;GEOCODESTATUS;geo_shape;geo_point_2d
1324698;04092013938;Quiznos Sub # 91;6605 Falls Of Neuse Rd;;RALEIGH;NC;27615;(919) 676-1909;2003-11-12T20:00:00-05:00;Restaurant;5991;-78.62444941;35.87396756;M;"{""type"": ""Point"", ""coordinates"": [-78.6244520214938, 35.87397466092549]}";35.8739746609,-78.6244520215
1324703;04092300157;Food Lion #1669 Meat Market;1601 CROSS LINK RD;;RALEIGH;NC;27610-4186;(919) 807-1395;2000-03-14T20:00:00-05:00;Meat Market;6044;-78.61481064;35.75482608;M;"{""type"": ""Point"", ""coordinates"": [-78.61481324481413, 35.75483315012142]}";35.7548331501,-78.6148132448
1324710;04092300184;Food Lion #1358 Meat Market;1121 FALLS RIVER AVE;;RALEIGH;NC;27614-6731;(919) 847-1640;2000-06-30T22:00:00-04:00;Meat Market;6122;-78.58940896;35.90603425;M;"{""type"": ""Point"", ""coordinates"": [-78.58941155681555, 35.90604135763433]}";35.9060413576,-78.5894115568
1324715;04092300165;Food Lion #1491 Meat Market;3151-113 Capital Blv;;RALEIGH;NC;27604-3335;(919) 790-6728;2000-06-30T22:00:00-04:00;Meat Market;6124;-78.58946217;35.82241942;M;"{""type"": ""Point"", ""coordinates"": [-78.58946476192035, 35.82242650725742]}";35.8224265073,-78.5894647619
1324719;04092021871;STEVE'S MINI MART;807 W GARNER RD;;GARNER;NC;27529;(919) 779-7713;2015-09-02T22:00:00-04:00;Food Stand;6191;-78.61343438;35.71080189;M;"{""type"": ""Point"", ""coordinates"": [-78.61343697863633, 35.7108089567027]}";35.7108089567,-78.6134369786
1324738;04092013590;Maximillian's Grille And Wine Bar;8314 CHAPEL HILL RD;;CARY;NC;27513-4051;(919) 465-2455;2002-04-28T22:00:00-04:00;Restaurant;6353;-78.77617181;35.79224815;M;"{""type"": ""Point"", ""coordinates"": [-78.77617445787116, 35.792255223861616]}";35.7922552239,-78.7761744579
1324744;04092013637;Tacos Mexico Restaurant;209 E Williams ST;;APEX;NC;27502;(919) 362-8074;2002-08-11T22:00:00-04:00;Restaurant;6386;-78.85166433;35.72667689;M;"{""type"": ""Point"", ""coordinates"": [-78.85166699692493, 35.72668394906128]}";35.7266839491,-78.8516669969
1324751;04092300142;Food Lion #1459 Meat Market;1508 BROAD ST;;FUQUAY VARINA;NC;27526-8363;(919) 577-1000;2000-06-30T22:00:00-04:00;Meat Market;6415;-78.80356197;35.60352165;T;"{""type"": ""Point"", ""coordinates"": [-78.80356461729782, 35.60352868376401]}";35.6035286838,-78.8035646173
1324769;04092013309;Bojangles' #27;3920 Jones Sausage RD;;GARNER;NC;27529;(919) 662-1621;2001-04-22T22:00:00-04:00;Restaurant;6564;-78.58008723;35.72685808;M;"{""type"": ""Point"", ""coordinates"": [-78.58008982165603, 35.72686515288816]}";35.7268651529,-78.5800898217
1324770;04092013020;La Farm Bakery;4248 NW CARY PKY;;CARY;NC;27513-8478;(919) 657-0657;1999-10-12T22:00:00-04:00;Restaurant;6582;-78.82751464;35.79057556;M;"{""type"": ""Point"", ""coordinates"": [-78.82751730939215, 35.79058263769792]}";35.7905826377,-78.8275173094
1324792;04092050024;Chesterbrook Academy #1122 Foodservice;10200 Strickland Rd;;RALEIGH;NC;27615;(919) 847-3120;2004-03-04T20:00:00-05:00;Private School Lunchrooms;6747;-78.66578474;35.90337741;M;"{""type"": ""Point"", ""coordinates"": [-78.66578736233181, 35.903384516017034]}";35.903384516,-78.6657873623
1324793;04092013932;Carolina Ale House;4512 Falls Of Neuse Rd;;RALEIGH;NC;27609;(919) 431-0001;2003-11-04T20:00:00-05:00;Restaurant;6753;-78.61261944;35.84319265;M;"{""type"": ""Point"", ""coordinates"": [-78.61262204793006, 35.843199745517346]}";35.8431997455,-78.6126220479
1324794;04092025308;Curry Pizza Kitchen;3735 Davis DR;Suite 121;MORRISVILLE;NC;27560;(919) 234-1607;2020-02-16T20:00:00-05:00;Food Stand;6771;-78.85587925;35.8337549;M;"{""type"": ""Point"", ""coordinates"": [-78.85588193087808, 35.83376198479112]}";35.8337619848,-78.8558819309
1324799;04092013481;McDonald's #26522;5016-101 Spring Forest Rd;;RALEIGH;NC;27616;(919) 954-8880;2001-12-19T20:00:00-05:00;Restaurant;6786;-78.55692582;35.85595131;M;"{""type"": ""Point"", ""coordinates"": [-78.55692840779626, 35.85595841063329]}";35.8559584106,-78.5569284078
1324812;04092014103;Red Robin #306;7860 Alexander Promenade Pl;;RALEIGH;NC;27617;(919) 957-2880;2004-07-22T22:00:00-04:00;Restaurant;6927;-78.77695631;35.91424375;M;"{""type"": ""Point"", ""coordinates"": [-78.77695897085717, 35.914250851309944]}";35.9142508513,-78.7769589709
1324813;04092014071;Wang's Kitchen;1030-109 N Rogers Ln;;RALEIGH;NC;27610;(919) 792-0788;2004-06-17T22:00:00-04:00;Restaurant;6915;-78.54967347;35.79198567;M;"{""type"": ""Point"", ""coordinates"": [-78.54967605253613, 35.79199275897424]}";35.791992759,-78.5496760525
1324814;04092014152;Starbucks #2970;10760 Wakefield Commons DR;Ste 109;RALEIGH;NC;27614;(919) 453-1010;2004-10-07T22:00:00-04:00;Restaurant;6932;-78.5408878;35.94279833;M;"{""type"": ""Point"", ""coordinates"": [-78.5408903894795, 35.94280544969897]}";35.9428054497,-78.5408903895
1324817;04092030118;Taqueria Lo Mejor Acapulco #1 (WCID #448);8102 GREEN LEVEL CHURCH RD;Across from 8102 Green Level Church Rd.;CARY;NC;27604;(919) 327-8932;2004-07-27T22:00:00-04:00;Mobile Food Units;6930;0.0;0.0;U;;
1324835;04092020813;Papa Johns Pizza #1625;6510 GLENWOOD AVE;;RALEIGH;NC;27612-7156;(919) 786-9900;1997-07-26T22:00:00-04:00;Food Stand;7037;-78.70609774;35.86074545;M;"{""type"": ""Point"", ""coordinates"": [-78.70610037767426, 35.86075253929886]}";35.8607525393,-78.7061003777
1324838;04092021185;LA TAPATIA BUTCHER SHOP & SNACK BAR;1700 St. Albans Dr;;RALEIGH;NC;27609;(919) 954-4816;2003-04-07T22:00:00-04:00;Food Stand;7047;-78.61051607;35.83290448;M;"{""type"": ""Point"", ""coordinates"": [-78.61051867646009, 35.832911566698066]}";35.8329115667,-78.6105186765
1324843;04092013733;Lemongrass Thai Restaurant;8320-142 Litchford Rd;;RALEIGH;NC;27615;(919) 954-0377;2003-01-05T20:00:00-05:00;Restaurant;7069;-78.60100965;35.89311432;M;"{""type"": ""Point"", ""coordinates"": [-78.60101225268892, 35.893121423483905]}";35.8931214235,-78.6010122527
1324844;04092011497;Barnes And Noble Cafe;4325 GLENWOOD AVE;;RALEIGH;NC;27612-4532;(919) 782-0030;1994-06-02T22:00:00-04:00;Restaurant;7106;-78.68184484;35.84183815;T;"{""type"": ""Point"", ""coordinates"": [-78.68184746066838, 35.84184523901024]}";35.841845239,-78.6818474607
1324852;04092040134;New York Style Hot Dogs (WCID #621);300 Fayetteville ST;;RALEIGH;NC;27602;(919) 332-9385;2004-01-27T20:00:00-05:00;Pushcarts;7141;-78.63980508;35.77668772;M;"{""type"": ""Point"", ""coordinates"": [-78.63980768733751, 35.776694796921674]}";35.7766947969,-78.6398076873
1324862;04092025220;Whalen's in Knightdale;7202 Knightdale BLVD;;KNIGHTDALE;NC;27545;(919) 373-0385;2018-10-22T22:00:00-04:00;Food Stand;7190;-78.48704631;35.79788571;M;"{""type"": ""Point"", ""coordinates"": [-78.48704887840415, 35.79789279288111]}";35.7978927929,-78.4870488784
1324864;04092013816;Capri Restaurant;6325-17 Falls Of Neuse Rd;;RALEIGH;NC;27615;(919) 878-4424;2003-06-22T22:00:00-04:00;Restaurant;7187;-78.62102418;35.86869281;M;"{""type"": ""Point"", ""coordinates"": [-78.62102679096046, 35.868699912595225]}";35.8686999126,-78.621026791
1324874;04092014041;N.Y. Bagels & Deli;7909-121 Falls Of Neuse Rd;;RALEIGH;NC;27615;(919) 848-1310;2004-05-03T22:00:00-04:00;Restaurant;7218;-78.62697433;35.89197359;M;"{""type"": ""Point"", ""coordinates"": [-78.62697693949677, 35.891980690573526]}";35.8919806906,-78.6269769395
1324894;04092017084;THE RALEIGH GRANDE CINEMA;4840 GROVE BARTON RD;;RALEIGH;NC;27613;(919) 788-9000;2015-11-15T20:00:00-05:00;Restaurant;7522;-78.71688545;35.87197649;M;"{""type"": ""Point"", ""coordinates"": [-78.71688808337635, 35.87198358404809]}";35.871983584,-78.7168880834
1324897;04092110135;Myrtle Underwood Elem.Sch.Cafeteria;1614 Glenwood Ave;;RALEIGH;NC;27608;(919) 856-7663 ext. 21070;2003-08-03T22:00:00-04:00;Public School Lunchrooms;7548;-78.64518233;35.80234767;M;"{""type"": ""Point"", ""coordinates"": [-78.64518494058804, 35.80235475403075]}";35.802354754,-78.6451849406
1324900;04092018518;Brooklyn Original Slices;4005 WAKE FOREST RD;;RALEIGH;NC;27609-6842;(919) 790-2444;2021-01-19T20:00:00-05:00;Restaurant;7557;-78.61511172;35.8362139;M;"{""type"": ""Point"", ""coordinates"": [-78.61511432081527, 35.836220991702795]}";35.8362209917,-78.6151143208
1324901;04092011518;Lilly's Pizza;1813 GLENWOOD AVE;;RALEIGH;NC;27608-2323;(919) 833-0226;1994-07-21T22:00:00-04:00;Restaurant;7576;-78.64652735;35.80484826;M;"{""type"": ""Point"", ""coordinates"": [-78.6465299618435, 35.804855345925546]}";35.8048553459,-78.6465299618
1324905;04092013028;PNC Arena Main Kitchen;1400 EDWARDS MILL RD;;RALEIGH;NC;27607-3624;(919) 861-2300 ext. 5;1999-10-27T22:00:00-04:00;Restaurant;7618;-78.7229363;35.8032419;M;"{""type"": ""Point"", ""coordinates"": [-78.72293893608871, 35.803248979034706]}";35.803248979,-78.7229389361
1324906;04092160001;CHATHAM COMMONS - CARY REST HOME FOODSERVICE;809 W CHATHAM St;;CARY;NC;27511;(919) 469-9309;2003-03-05T20:00:00-05:00;Institutional Food Service;7644;-78.79327826;35.78204056;M;"{""type"": ""Point"", ""coordinates"": [-78.79328091966433, 35.7820476352657]}";35.7820476353,-78.7932809197
1324910;04092011099;Barrys Cafe;2851 Jones Franklin RD;;RALEIGH;NC;27606-4346;(919) 859-3555;1992-05-17T22:00:00-04:00;Restaurant;7700;-78.73773412;35.74361197;M;"{""type"": ""Point"", ""coordinates"": [-78.73773675899827, 35.74361903976312]}";35.7436190398,-78.737736759
1324911;04092025343;Smith's Smokehouse & Smoothies @ Hubb Kitchen;1129 Corporation PKY;Suite 199;RALEIGH;NC;27610;(919) 578-3344;2021-02-22T20:00:00-05:00;Food Stand;7703;-78.56954783;35.79505367;M;"{""type"": ""Point"", ""coordinates"": [-78.56955042090173, 35.79506075785771]}";35.7950607579,-78.5695504209
1324913;04092025301;Pizza Hut #36669;6109 Rock Quarry RD;;RALEIGH;NC;27610;(919) 320-0292;2019-12-09T20:00:00-05:00;Food Stand;7711;-78.5485314;35.72427564;M;"{""type"": ""Point"", ""coordinates"": [-78.5485339808054, 35.724282708716736]}";35.7242827087,-78.5485339808
1324920;04092010663;Siemens Cafeteria;7000 SIEMENS RD;;WENDELL;NC;27591-8309;(919) 365-2491;1991-05-01T22:00:00-04:00;Restaurant;7760;-78.39510606;35.81453882;M;"{""type"": ""Point"", ""coordinates"": [-78.3951085966894, 35.814545916075346]}";35.8145459161,-78.3951085967
1324923;04092110482;EAST MILLBROOK MIDDLE SCHOOL CAFETERIA;3801 SPRING FOREST RD;;RALEIGH;NC;27616;(919) 850-8755 ext. 27354;2009-08-13T22:00:00-04:00;Public School Lunchrooms;7778;-78.57481627;35.85784609;M;"{""type"": ""Point"", ""coordinates"": [-78.57481886784036, 35.85785318670842]}";35.8578531867,-78.5748188678
1324925;04092018493;IHOP #4408;3009 Capital BLVD;;RALEIGH;NC;27604-3333;(984) 302-3055;2020-12-01T20:00:00-05:00;Restaurant;7790;-78.59245693;35.82124227;M;"{""type"": ""Point"", ""coordinates"": [-78.59245952595003, 35.82124936076928]}";35.8212493608,-78.592459526
1324941;04092030404;Tacos El Coco Loco (WCID #694);404 W Chatham ST;;CARY;NC;27511;(919) 699-3810;2019-03-26T21:00:00-04:00;Mobile Food Units;7911;-78.78845716;35.78703957;M;"{""type"": ""Point"", ""coordinates"": [-78.78845981485897, 35.78704664108639]}";35.7870466411,-78.7884598149
1324948;04092090005;Garner Senior Center;205 E GARNER RD;;GARNER;NC;27529-3311;(919) 772-5057;1991-04-01T21:00:00-05:00;Elderly Nutrition Sites (catered);7988;-78.6037631;35.70719056;M;"{""type"": ""Point"", ""coordinates"": [-78.6037656970724, 35.707197628392535]}";35.7071976284,-78.6037656971
1324949;04092013453;Goji Bistro;100 Maynard Crossing Ct;;CARY;NC;27513;(919) 466-8888;2001-12-02T20:00:00-05:00;Restaurant;7998;-78.81059568;35.78672957;M;"{""type"": ""Point"", ""coordinates"": [-78.81059833955179, 35.786736646887135]}";35.7867366469,-78.8105983396
1324953;04092021344;Lowes Foods #224 Deli;8100 Brier Creek PKY;;RALEIGH;NC;27616;(919) 293-0294;2005-08-14T22:00:00-04:00;Food Stand;8023;-78.78577668;35.91011447;M;"{""type"": ""Point"", ""coordinates"": [-78.78577934231977, 35.91012156852106]}";35.9101215685,-78.7857793423
1324958;04092025327;Fujisan @ Sam's Deli;3001 Calvary DR;;RALEIGH;NC;27604;(919) 548-8650;2020-10-29T21:00:00-04:00;Food Stand;8086;-78.58500406;35.84648464;M;"{""type"": ""Point"", ""coordinates"": [-78.5850066581372, 35.84649173172934]}";35.8464917317,-78.5850066581
1324966;04092021233;WalMart Supercenter #5118 Deli;10050 Glenwood Ave;;RALEIGH;NC;27617;(919) 596-5790;2003-10-26T20:00:00-05:00;Food Stand;8142;-78.77801463;35.91234038;M;"{""type"": ""Point"", ""coordinates"": [-78.77801728921341, 35.91234748641304]}";35.9123474864,-78.7780172892
1324984;04092030447;Oak City Fish and Chips #2 (WCID #627);2822 NEW BIRCH DR;102;RALEIGH;NC;27610-7002;(336) 587-1852;2019-11-04T20:00:00-05:00;Mobile Food Units;8249;-78.59888069;35.74570711;M;"{""type"": ""Point"", ""coordinates"": [-78.59888328622934, 35.745714180879965]}";35.7457141809,-78.5988832862
1324997;04092017655;THAI LOTUS;3450 KILDAIRE FARM RD;SUITE 150;CARY;NC;27518;(984) 229-7333;2017-06-28T22:00:00-04:00;Restaurant;8377;-78.79652253;35.70711378;M;"{""type"": ""Point"", ""coordinates"": [-78.7965251806426, 35.707120836898156]}";35.7071208369,-78.7965251806
1325005;04092017528;Kathmandu Kitchen;1275 NW MAYNARD RD;;CARY;NC;27513;(919) 535-3026;2017-02-28T20:00:00-05:00;Restaurant;8461;-78.81098892;35.78581105;M;"{""type"": ""Point"", ""coordinates"": [-78.8109915816682, 35.78581812885559]}";35.7858181289,-78.8109915817
1325009;04092013869;The Cheesecake Factory;4325 Glenwood Ave;Suite 2086;RALEIGH;NC;27612;(919) 781-0050;2003-08-07T22:00:00-04:00;Restaurant;8494;-78.68184484;35.84183815;T;"{""type"": ""Point"", ""coordinates"": [-78.68184746066838, 35.84184523901024]}";35.841845239,-78.6818474607
1325010;04092013904;Barnes & Noble Cafe #2171;8431 Brier Creek Pky;;RALEIGH;NC;27617;(919) 484-9903;2003-09-24T22:00:00-04:00;Restaurant;8497;-78.78334742;35.90685073;M;"{""type"": ""Point"", ""coordinates"": [-78.78335008348334, 35.906857828772075]}";35.9068578288,-78.7833500835
1325013;04092018474;Seoul Garden;815 W CHATHAM ST;;CARY;NC;27511;(919) 234-6002;2020-11-01T20:00:00-05:00;Restaurant;8534;-78.79538567;35.78006758;M;"{""type"": ""Point"", ""coordinates"": [-78.79538832558322, 35.78007465004119]}";35.78007465,-78.7953883256
1325019;04092016491;SAN JOSE TACOS AND TEQUILA;7961 SKYLAND RIDGE PKY;STE 125;RALEIGH;NC;27617;(919) 957-1400;2013-08-22T22:00:00-04:00;Restaurant;8593;-78.7822603;35.91399796;M;"{""type"": ""Point"", ""coordinates"": [-78.78226295591325, 35.9140050601492]}";35.9140050601,-78.7822629559
1325025;04092018395;Demario's;1155  Timber Dr E;;GARNER;NC;27529;(919) 605-5591;2020-06-30T22:00:00-04:00;Restaurant;8650;-78.57703897;35.68905989;T;"{""type"": ""Point"", ""coordinates"": [-78.57704155693459, 35.68906695652965]}";35.6890669565,-78.5770415569
1325026;04092015211;TGI Friday's #2175;1100 TIMBER  DR E;;GARNER;NC;27529;(919) 779-1935;2008-09-01T22:00:00-04:00;Restaurant;8657;-78.57860974;35.68884489;M;"{""type"": ""Point"", ""coordinates"": [-78.57861232964719, 35.6888519471356]}";35.6888519471,-78.5786123296
1325031;04092018487;Refuel #121 Wendell;2301  Wendell Falls PKY;;WENDELL;NC;27591;(919) 365-8470;2020-11-16T20:00:00-05:00;Restaurant;8685;-78.43703685;35.78041556;M;"{""type"": ""Point"", ""coordinates"": [-78.43703940114146, 35.78042264880062]}";35.7804226488,-78.4370394011
1325035;04092014724;McDonald's #10148;141 Wakelon DR;;ZEBULON;NC;27597;(919) 269-6650;2006-10-08T22:00:00-04:00;Restaurant;8694;-78.31751158;35.83323615;M;"{""type"": ""Point"", ""coordinates"": [-78.31751409886967, 35.83324325324989]}";35.8332432532,-78.3175140989
1325040;04092025316;Pizza Corner;3325-101 Rogers RD;;WAKE FOREST;NC;27587;(919) 995-1216;2020-06-30T22:00:00-04:00;Food Stand;8713;-78.51412541;35.95025455;M;"{""type"": ""Point"", ""coordinates"": [-78.51412798929883, 35.95026167268485]}";35.9502616727,-78.5141279893
1325041;04092110102;Hilburn Drive Elementary Cafeteria;7100 HILBURN DR;;RALEIGH;NC;27613-4139;(919) 571-6800 ext. 26026;1995-11-07T20:00:00-05:00;Public School Lunchrooms;8771;-78.71430503;35.87483873;M;"{""type"": ""Point"", ""coordinates"": [-78.71430766356143, 35.87484582541288]}";35.8748458254,-78.7143076636
1325042;04092013151;Whole Foods Market Deli-Sushi-Cheese;102 B New Waverly Pl;;CARY;NC;27511;(919) 816-8830;2000-05-04T22:00:00-04:00;Restaurant;8775;0.0;0.0;U;;
1325048;04092016710;Waffle House #2052;2320 Dixie Forest Road;;RALEIGH;NC;27615;(919) 862-1905;2014-07-02T22:00:00-04:00;Restaurant;8821;-78.60008588;35.8628339;M;"{""type"": ""Point"", ""coordinates"": [-78.60008847994057, 35.86284099526863]}";35.8628409953,-78.6000884799
1325050;04092017839;Alpaca Peruvian Charcoal Chicken;8211-107 Brier Creek PKY;;RALEIGH;NC;27615;(919) 278-7724;2018-04-15T22:00:00-04:00;Restaurant;8820;-78.78492872;35.90933401;M;"{""type"": ""Point"", ""coordinates"": [-78.78493137942709, 35.909341106815106]}";35.9093411068,-78.7849313794
1325059;04092018361;Alpaca Peruvian Charcoal Chicken;57 Cabela DR;;GARNER;NC;27529;(919) 917-7600;2020-04-29T22:00:00-04:00;Restaurant;8870;-78.58553086;35.69877212;M;"{""type"": ""Point"", ""coordinates"": [-78.58553345064081, 35.698779178987216]}";35.698779179,-78.5855334506
1325064;04092021951;KANGAROO EXPRESS #2723098;4302 WAKE FOREST RD;;RALEIGH;NC;27609;(919) 878-0864;2016-03-17T21:00:00-04:00;Food Stand;8882;-78.61109294;35.83928791;M;"{""type"": ""Point"", ""coordinates"": [-78.61109553858599, 35.839295005979295]}";35.839295006,-78.6110955386
1325075;04092013631;Wang's Kitchen;4701 ATLANTIC AVE;STE 129;RALEIGH;NC;27604;(919) 878-5656;2002-07-22T22:00:00-04:00;Restaurant;8975;-78.60292943;35.84801871;M;"{""type"": ""Point"", ""coordinates"": [-78.60293203640228, 35.848025808885126]}";35.8480258089,-78.6029320364
1325081;04092016546;RUDY'S PUB & GRILL;780 W Williams ST;;APEX;NC;27502;(919) 303-5061;2013-11-14T20:00:00-05:00;Restaurant;9004;-78.86276064;35.73803218;M;"{""type"": ""Point"", ""coordinates"": [-78.86276331281603, 35.73803924387563]}";35.7380392439,-78.8627633128
1325084;04092014884;Glenlake Cafe and Catering;4141 Parklake AVE;;RALEIGH;NC;27612;(919) 785-1232;2007-06-12T22:00:00-04:00;Restaurant;9012;-78.68985267;35.83548123;M;"{""type"": ""Point"", ""coordinates"": [-78.68985530033042, 35.835488317549725]}";35.8354883175,-78.6898553003
1325085;04092017680;SZECHUAN TASTE;6404 TRYON RD;;CARY;NC;27518;(919) 706-5862;2017-09-25T22:00:00-04:00;Restaurant;9018;-78.7607936;35.74449898;M;"{""type"": ""Point"", ""coordinates"": [-78.7607962463106, 35.74450605062338]}";35.7445060506,-78.7607962463
1325094;04092018189;DUNKIN' DONUTS BASKIN ROBBINS #344346;3570 DAVIS DR;;MORRISVILLE;NC;27560;(919) 469-4788;2019-09-26T22:00:00-04:00;Restaurant;9097;-78.84694048;35.81804247;M;"{""type"": ""Point"", ""coordinates"": [-78.8469431572975, 35.81804954730679]}";35.8180495473,-78.8469431573
1325097;04092018301;Memo's Pizza;1877 E Gannon AVE;Suite 105;ZEBULON;NC;27597;(919) 646-0064;2019-12-30T20:00:00-05:00;Restaurant;9072;-78.35434331;35.82174682;M;"{""type"": ""Point"", ""coordinates"": [-78.3543458333882, 35.821753921778814]}";35.8217539218,-78.3543458334
1325108;04092018232;Planet Smoothie;2808 ROGERS RD;101;WAKE FOREST;NC;27587;(984) 237-0016;2019-11-14T20:00:00-05:00;Restaurant;9185;-78.52660201;35.95272802;M;"{""type"": ""Point"", ""coordinates"": [-78.52660459427055, 35.95273513461928]}";35.9527351346,-78.5266045943
1325124;04092016002;CHIPOTLE #1659;2316 HILLSBOROUGH ST;;RALEIGH;NC;27607;(919) 576-1894;2011-09-15T22:00:00-04:00;Restaurant;9343;-78.66664805;35.78770631;M;"{""type"": ""Point"", ""coordinates"": [-78.66665067176615, 35.78771339130165]}";35.7877133913,-78.6666506718
1325125;04092011929;Las Margaritas;111 S WHITE ST;;WAKE FOREST;NC;27587-2739;(919) 556-8319;1996-09-12T22:00:00-04:00;Restaurant;9366;-78.50924596;35.9788861;M;"{""type"": ""Point"", ""coordinates"": [-78.50924853730469, 35.978893222189704]}";35.9788932222,-78.5092485373
1325126;04092014288;Stromboli's;2900 Spring Forest Rd;;RALEIGH;NC;27616;(919) 876-4222;2005-03-29T21:00:00-05:00;Restaurant;9378;-78.59114174;35.85495156;M;"{""type"": ""Point"", ""coordinates"": [-78.59114434136505, 35.85495865501096]}";35.854958655,-78.5911443414
1325134;04092018525;Sonesta ES Suites Raleigh Durham Airport Foodservice;2020 HOSPITALITY CT;;MORRISVILLE;NC;27560-9128;(919) 467-8689;2021-02-04T20:00:00-05:00;Restaurant;9441;-78.8154906;35.85787743;M;"{""type"": ""Point"", ""coordinates"": [-78.81549326427908, 35.85788452260894]}";35.8578845226,-78.8154932643
1325139;04092017601;WINGATE BY WYNDHAM;6115 CORPORATE RIDGE RD;;RALEIGH;NC;27607;(919) 809-8660;2017-05-02T22:00:00-04:00;Restaurant;9472;-78.74356042;35.78961442;M;"{""type"": ""Point"", ""coordinates"": [-78.74356305841796, 35.78962149628529]}";35.7896214963,-78.7435630584
1325148;04092014085;HOOTERS;1001 CLAREN CIR;;MORRISVILLE;NC;27560;(919) 469-2900;2004-07-12T22:00:00-04:00;Restaurant;9510;-78.82295551;35.85640624;M;"{""type"": ""Point"", ""coordinates"": [-78.82295817942465, 35.85641332677085]}";35.8564133268,-78.8229581794
1325151;04092040374;Wicked Links #6 (WCID #733);11800 Galaxy Drive;;WAKE FOREST;NC;27587;(919) 855-8548;2019-08-13T22:00:00-04:00;Pushcarts;9521;-78.53891541;35.96854995;M;"{""type"": ""Point"", ""coordinates"": [-78.53891799455914, 35.968557075147466]}";35.9685570751,-78.5389179946
1325154;04092021013;Food Lion #624 Deli;2458 SW CARY PKY;;CARY;NC;27513-5318;(919) 481-1822;2000-06-30T22:00:00-04:00;Food Stand;9552;-78.82085718;35.76363975;M;"{""type"": ""Point"", ""coordinates"": [-78.82085984154631, 35.76364681855722]}";35.7636468186,-78.8208598415
1325159;04092015682;OLIVE GARDEN #1831;12600 CAPITAL BLVD;;WAKE FOREST;NC;27587;(919) 556-1007;2010-07-20T22:00:00-04:00;Restaurant;9596;-78.53167145;35.98839421;M;"{""type"": ""Point"", ""coordinates"": [-78.53167403539307, 35.98840133583837]}";35.9884013358,-78.5316740354
1325160;04092015694;Teriyakin;10970 Chapel Hill RD;Ste. 112;MORRISVILLE;NC;27560;(919) 410-7775;2010-08-11T22:00:00-04:00;Restaurant;9608;-78.84057157;35.85637651;M;"{""type"": ""Point"", ""coordinates"": [-78.84057424104202, 35.85638359399473]}";35.856383594,-78.840574241
1325170;04092018357;The Addison of Knightdale Dining;2408 Hodge  RD;;KNIGHTDALE;NC;27545;(919) 266-6676;2020-04-28T22:00:00-04:00;Restaurant;9686;-78.519561;35.75881159;M;"{""type"": ""Point"", ""coordinates"": [-78.5195635763558, 35.75881866887779]}";35.7588186689,-78.5195635764
1325173;04092022021;Harris Teeter #304 Produce;4221 Corners PKY;;RALEIGH;NC;27616;(919) 596-5399;2017-07-12T22:00:00-04:00;Food Stand;9691;-78.78791806;35.91890974;M;"{""type"": ""Point"", ""coordinates"": [-78.7879207205135, 35.91891684795912]}";35.918916848,-78.7879207205
1325174;04092017644;Mo Fu Shoppe;321 S Blount ST;;RALEIGH;NC;27601;(919) 301-8465;2017-06-25T22:00:00-04:00;Restaurant;9692;-78.63624076;35.77587123;M;"{""type"": ""Point"", ""coordinates"": [-78.63624336435682, 35.77587831168645]}";35.7758783117,-78.6362433644
1325181;04092014498;TGI Friday's;4209 Wake Forest RD;;RALEIGH;NC;27609;(919) 872-5542;2006-02-08T20:00:00-05:00;Restaurant;9733;-78.61319985;35.8391062;M;"{""type"": ""Point"", ""coordinates"": [-78.61320245389959, 35.83911329420003]}";35.8391132942,-78.6132024539
1325186;04092018282;Burger King #27555;923 GATEWAY COMMONS CIR;;WAKE FOREST;NC;27587;(919) 554-3008;2019-12-18T20:00:00-05:00;Restaurant;9754;-78.49643336;35.96847497;M;"{""type"": ""Point"", ""coordinates"": [-78.49643593983285, 35.968482090440794]}";35.9684820904,-78.4964359398
1325192;04092016617;NOODLES & COMPANY #858;2016 MARKET CENTER DR;;MORRISVILLE;NC;27560;(919) 466-0082;2014-02-05T20:00:00-05:00;Restaurant;9778;-78.81800343;35.80772157;M;"{""type"": ""Point"", ""coordinates"": [-78.8180060917426, 35.807728651198175]}";35.8077286512,-78.8180060917
1325193;04092016072;SASSOOL;9650 STRICKLAND RD;STE 149;RALEIGH;NC;27615;(919) 847-2700;2011-12-19T20:00:00-05:00;Restaurant;9779;-78.65677159;35.90420107;T;"{""type"": ""Point"", ""coordinates"": [-78.65677420835202, 35.904208174307335]}";35.9042081743,-78.6567742084
1325198;04092017212;SUBWAY #1119;3130 INTEGRITY DR;;GARNER;NC;27529;(919) 200-6863;2016-04-28T22:00:00-04:00;Restaurant;9798;-78.58170053;35.72615531;M;"{""type"": ""Point"", ""coordinates"": [-78.5817031178725, 35.72616237457493]}";35.7261623746,-78.5817031179
1325199;04092018290;V PIZZA;1389 Kildaire Farm RD;;CARY;NC;27511;(919) 650-1821;2020-01-13T20:00:00-05:00;Restaurant;9805;-78.78276201;35.75907973;M;"{""type"": ""Point"", ""coordinates"": [-78.78276465675292, 35.75908680097522]}";35.759086801,-78.7827646568
